Precio,Localidad,Tamano,Habitaciones,Descripcion,Link,Descripcion_larga,Distrito,Operacion
1350,Piso en Avenida España Juan de la Cierva,65,3,Planta 2ª exterior con ascensor,/inmueble/109210594/,"
C. R. HOMES INMOBILIARIA alquila vivienda de 65m2 con 3 DORMITORIOS y BAÑO en edificio con ASCENSOR, ubicado en Avenida de España, Getafe.
Vivienda muy LUMINOSA de 65m2 compuesta de 3 DORMITORIOS completos, amplio salón-comedor, cocina amueblada, baño completamente equipado con plato de ducha. La vivienda dispone de ve
",GETAFEMADRID,alquiler
1000,Piso en Calle Valencia Juan de la Cierva,72,3,Planta 1ª exterior sin ascensor,/inmueble/109184675/,"
Housfy alquila piso en Getafe, un espacio para disfrutar en tu día a día
Características:
- Encantador piso de 72 m2 en Juan de la Cierva. (Los metros cuadrados están verificados con la Dirección General de Catastro)
- Contamos con todas las comodidades posibles de 3 habitaciones y 1 baño, perfecto para una familia.
-
",GETAFEMADRID,alquiler
1600,Piso en Calle Alhelí Universidad,65,4,Planta 4ª exterior sin ascensor,/inmueble/109304664/,"
PISO PARA ESTUDIANTES DISPONIBLE 
Agencia inmobiliaria de GETAFE  zona GETAFE UNIVERSIDAD- LAS MARGARITAS. - CENTRO  
Ubicada en pleno núcleo Universitario de Getafe, la vivienda cuenta con todos los servicios, transportes y centros públicos posibles. La Universidad Carlos III como epicentro de la zona fue inaugurada
",GETAFEMADRID,alquiler
1200,Piso en Universidad Getafe,71,3,Planta 3ª exterior con ascensor,/inmueble/109341393/,"
Vivienda de 72m2, distribuidos en 3 dormitorios, 1 baño completo, salón, terraza acristalada y cocina amueblada y equipada.
Dispone de calefacción individual de Gas Natural, suelos de gres, ventanas Climalit, es exterior muy luminoso. El piso está amueblado.
Gastos de comunidad incluidos.
Ubicado en zona universidad
",GETAFEMADRID,alquiler
1100,Piso en CL Ciempozuelos San Isidro,65,2,Bajo exterior sin ascensor,/inmueble/109148506/,"
¿Estás buscando un piso en alquiler en una zona tranquila y bien comunicada? Este piso de dos dormitorios ( antes tres) en San Isidro es perfecto para ti. La cocina está completamente amueblada y dispone de horno, vitrocerámica y campana extractora, también a través de ella se accede a un patio. Además, el salón-comedo
",GETAFEMADRID,alquiler
1100,Piso en Av Zurbaran La Alhóndiga,61,2,Planta 2ª exterior con ascensor,/inmueble/109173935/,"
¡SE ALQUILA ESPECTACULAR VIVIENDA REFORMADA CON TERRAZA EXTERIOR, 2 DORMITORIOS Y VESTIDOR, EN GETAFE!
En esta ocasión MM HOME quiere presentarles esta espectacular vivienda que se encuentra situada en una de las zonas más demandadas de la capital.
El inmueble está situado en una primera planta en urbanización con as
",GETAFEMADRID,alquiler
1200,Piso en Calle Santa Bárbara Universidad,90,3,Bajo interior sin ascensor,/inmueble/100417223/,"
CONTACTO: por correo o chat. llamaremos por orden de entrada. ( perfil y teléfono)
CONDICIONES: contratos indefinidos mínimos de un año que a percibir lleguen a 3000 euros. No se admiten mascotas.
¡Inmobiliaria Joyca te presenta tu nuevo hogar en este espectacular piso en alquiler! Totalmente reformado, este luminoso
",GETAFEMADRID,alquiler
950,Piso en Calle Alicante 4,74,3,Planta 2ª exterior sin ascensor,/inmueble/100183304/,"
Se alquila estupenda vivienda exterior y muy luminosa de 74m2 (71 útiles) según catastro. Consta de 3 dormitorios, 1 cuarto de baño, salón y cocina independiente equipada con electrodomésticos. Dispone de puerta blindada, suelos de gres, ventanas dobles de aluminio, armarios, terraza cerrada y calefacción individual po
",GETAFEMADRID,alquiler
1073,Piso en Avenida de Luis Araquistain Buenavista,59,2,Planta 1ª exterior con ascensor,/inmueble/109374899/,"
¡Descubre tu nuevo hogar! Este encantador piso en alquiler es perfecto para quienes buscan comodidad y estilo. Con 59 m² construidos, cuenta con dos luminosos dormitorios y un baño moderno. El amplio salón es ideal para disfrutar de momentos en familia o con amigos, mientras que la cocina amueblada (sin electrodoméstic
",GETAFEMADRID,alquiler
1250,Piso en La Alhóndiga Getafe,76,3,Planta 1ª exterior sin ascensor,/inmueble/109381045/,"
 Gran oportunidad en Getafe 
Se alquila amplio piso totalmente amueblado, listo para entrar a vivir.
 3 habitaciones con armarios empotrados
 2 baños completos
 Salón luminoso con balcón
 Cocina independiente 100% equipada + gran patio interior privado
 Plaza de parking incluida
 Ubicación céntrica y
",GETAFEMADRID,alquiler
1600,Chalet adosado en Sector 3 Getafe,182,5,,/inmueble/109346445/,"
REF: MA06754
GARANTY HOME ALQUILA MAGINIFICO CHALET NUEVO A ESTRENAR EN GETAFE 
 ¿Buscas un hogar amplio, moderno y listo para entrar a vivir?
Ponemos en alquiler un chalet nuevo a estrenar en Getafe, ideal para familias que buscan comodidad, tranquilidad y una excelente ubicación.
 Características principales
",GETAFEMADRID,alquiler
1500,Piso en Calle San José de Calasanz 21,105,3,Planta 2ª exterior sin ascensor,/inmueble/109341510/,"
Se alquila piso de 105 m² muy amplio y luminoso, situado en pleno centro de Getafe, en una tranquila comunidad de solo 3 vecinos. Ubicación inmejorable: a tan solo 3 minutos de la estación de Tren y Metro Getafe Central, 1 minuto de parada de autobuses, 5 minutos de la Universidad Carlos III y rodeado de supermercados,
",GETAFEMADRID,alquiler
1150,Piso en Calle José de Churriguera 2,64,2,Planta 3ª interior sin ascensor,/inmueble/109373355/,"
Piso en alquiler en Getafe Norte, muy luminoso y excelentemente comunicado, a 3 minutos de Metrosur Espartales, Estación de Cercanías Las margaritas, Centro Comercial Carrefour, Universidad y salidas directas a M-45 y Ctra Toledo, en zona consolidada con todo tipo de servicios, residencial y muy tranquila.
El apartamen
",GETAFEMADRID,alquiler
900,Piso en Calle Santa Bárbara Universidad,43,1,Planta 2ª exterior con ascensor,/inmueble/109171662/,"
Alquilo estupendo piso en Getafe en la calle Santa Barbara de un dormitorio, salón comedor, cocina independiente amueblada (sin lavavajillas) con pasaplatos al salón y cuarto de baño con plato de ducha. La casa cuenta con un trastero. Suelos de tarima flotante sintética. Carpintería de aluminio rojo con climalit. Vivie
",GETAFEMADRID,alquiler
1000,Piso en Calle Camelias Universidad,70,3,Planta 4ª exterior sin ascensor,/inmueble/28761158/,"
SOLO SE ALQUILA A ESTUDIANTES O PROFESIONALES JOVENES.
Amueblado y equipado con mobiliario moderno.
Totalmente exterior con mucha luz.
Dispone de 3 dormitorios grandes.
cuenta con 1 baño completo.
Cocina con electrodomésticos. Office-comedor independiente
Salón independiente con televisión y zona de descanso.
Ilum
",GETAFEMADRID,alquiler
1600,Ático en El Bercial Getafe,163,3,Planta 6ª exterior con ascensor,/inmueble/109045297/,"
Consta de 163 m2 divididos en 121m2 de vivienda y plaza de garaje. Distribuido de la siguiente manera:
CARACTERÍSTICAS DE LA VIVIENDA:
•3 dormitorios con armarios empotrados.
•Amplio salón comedor con salida a terraza exterior.
•Cocina amueblada y equipada.
•Dos baños completos uno con bañera y otro con plato de duch
",GETAFEMADRID,alquiler
1100,Piso en Calle Doctor Barraquer Universidad,70,3,Planta 4ª exterior sin ascensor,/inmueble/108916104/,,GETAFEMADRID,alquiler
1400,Piso en Universidad Getafe,60,4,Planta 1ª exterior con ascensor,/inmueble/108442929/,"
 ALQUILER EXCLUSIVO PARA ESTUDIANTES 
¿Buscas vivienda cerca de la zona Universitaria de Getafe? Este piso es ideal para ti.
Alquiler únicamente para estudiantes.
La vivienda cuenta con 62 m² distribuidos en un amplio salón-comedor de 20 m² con cocina integrada, completamente equipada. Dispone de cuatro dormit
",GETAFEMADRID,alquiler
1150,Piso en Getafe Centro Getafe,95,2,Planta 2ª exterior con ascensor,/inmueble/105857212/,"
Abstenerse agencias. Piso recién reformado. Todo exterior. 2 habitaciones y 2 cuartos de baño. Salón independiente 28m2. Cocina independiente. Habitación principal tipo suite con baño completo (plato de ducha). 2° baño completo (con bañera) en pasillo. Salón y habitaciones con aire acondicionado con bomba de calor. Coc
",GETAFEMADRID,alquiler
1400,Piso en Calle Nardos 10,60,4,Planta 1ª exterior sin ascensor,/inmueble/109354249/,"
¡Ideal para estudiantes de la UC3M o residentes del Hospital Getafe!
Se alquila piso completo o por habitaciones preferiblemente a estudiantes de la UC3M, o residentes del Hospital de Getafe.
Primer piso sin ascensor. 60m2. Reformado por completo, ¡a entrenar! .
Dispone de 4 habitaciones preparadas con cama individ
",GETAFEMADRID,alquiler
900,Piso en Calle Ciudad Real 15,50,2,Planta 3ª interior sin ascensor,/inmueble/97716271/,"
Maravilloso piso muy luminoso y recién reformado a estrenar. La vivienda está formada por un bonito y amplio salón con suelo de tarima en el que podrás relajarte y descansar.
Tiene dos dormitorios ambos con suelos de tarima también y con ventanas Climalit nuevas para conseguir el mejor aislante posible contra frío y c
",GETAFEMADRID,alquiler
1390,Piso en Calle Restituto Gonzalez 3,135,4,Planta 1ª exterior con ascensor,/inmueble/109355879/,"
Precioso piso en urbanización, exclusiva del Bercial
Vivienda exterior, luminosa y soleada, orientación sur.
Piso sin amueblar, tiene 4 dormitorios dobles, dos baños y cocina amueblada con vitrocerámica, horno y campana. Suelos de tarima, armarios empotrados y puerta de seguridad.
No admito mascotas.
",GETAFEMADRID,alquiler
2000,Chalet adosado en Sector 3 Getafe,252,3,,/inmueble/108414454/,"
¡Abstenerse agencias!
Contactar solo por las tardes (a partir de las 17 horas)
Vivienda recientemente reformada con una superficie de 250 m2 repartidos en 4 plantas, cuenta con 3 dormitorios (antes 5), 2 salones y 3 cuartos de baño, distribuidos de la siguiente manera:
-En la PLANTA SÓTANO se encuentran el garaje con
",GETAFEMADRID,alquiler
1400,Piso en Calle Cataluña 30,80,3,Planta 3ª exterior sin ascensor,/inmueble/108975745/,"
! SE ALQUILA ESTUPENDO APARTAMENTO PERFECTO PARA ESTUDIANTES!
Ponemos a su disposición este cómodo apartamento, el cual cuenta con tres amplias habitaciones, las cuales cuentan con ventilador integrado y cuarto de baño privado.. .
Este apartamento se encuentra junto a la línea de metro 12 Juan de la Cierva, y a escas
",GETAFEMADRID,alquiler
1600,Piso en Calle Cipriano Díaz el Herrero 2,118,4,Planta 6ª exterior con ascensor,/inmueble/109115770/,"
Se alquila piso de 118 m2 y 4 habitaciones con plaza garaje incluida.
En la urbanización podrás disfrutar de pista de pádel, solárium, piscina, parque infantil así como amplias zonas comunes.
Además, la urbanización dispone de vigilancia 24 horas.
El piso tiene 4 habitaciones, tres de ellas individuales con 2 armario
",GETAFEMADRID,alquiler
1350,Piso en Calle Garcilaso 38,65,3,Bajo exterior sin ascensor,/inmueble/109359460/,"
Alquilo piso se entrega totalmente amueblado (faltarían más muebles en las fotos).
Al lado de supermercado y a 10 minutos andando de la estación de Getafe centro.
Está disponible a partir del 22 de septiembre.
Personas con ingresos demostrables y contrato indefinido. Hago estudio de solvencia.
Tiene terraza de 20 metro
",GETAFEMADRID,alquiler
1300,Piso en San Isidro Getafe,109,4,Planta 2ª exterior con ascensor,/inmueble/109227097/,"
Jhogar alquila piso vacio, situado en la segunda planta con ascensor, ditribuido en recibidor de entrada, salón comedor con salida a terraza, cocina amueblada y equipada con electrodomesticos, cuatro dormitorios, dos baños, dispone de aire acondicionado (frio-calor) en el salón y calefacción central en todas las estanc
",GETAFEMADRID,alquiler
880,Piso en Calle Galicia 4,53,1,Planta 1ª exterior sin ascensor,/inmueble/100798320/,"
Piso muy luminoso, ideal parejas. La vivienda se distribuye en 1 dormitorio, salón-comedor, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno, campana extractora, lavadora, nevera y lavavajillas. Algunos muebles más en otras estancias (pero no todos l
",GETAFEMADRID,alquiler
1600,Piso en Getafe Centro Getafe,140,4,Planta 2ª exterior con ascensor,/inmueble/104573508/,"
Se alquila piso vacío (semiamueblado) de 140 m² construidos, segunda planta con ascensor muy luminoso, en zona centro de Getafe. Dispone de 4 dormitorios, salón, cocina amueblada, dos baños completos, suelos de madera natural, ventanas con cristales silence y aire acondicionado en todas las estancias.
Suelos de madera
",GETAFEMADRID,alquiler
1200,Piso en Calle Lilas 1,68,3,Planta 4ª exterior sin ascensor,/inmueble/88235796/,"
El piso está 2 minutos andando a la universidad. La nueva reforma y nuevos muebles!
La dueña puede hablar español e inglés!
Está disponible a partir de noviembre de 2025!
Sin comisión de agencia!
",GETAFEMADRID,alquiler
1160,Piso en Calle Núñez de Balboa 14,72,3,Bajo exterior con ascensor,/inmueble/102181455/,"
Piso para estudiantes, situado a 10 minutos andando a la Universidad Carlos III ya 3 minutos andando a la estación de Getafe centro (cercanías y metro) y 3 minutos de la calle Madrid
El piso está recién reformado y adaptado para estudiantes.
El piso está en una zona muy tranquila y bien comunicada con transporte públi
",GETAFEMADRID,alquiler
1400,Piso en Buenavista Getafe,105,4,Planta 1ª exterior con ascensor,/inmueble/108999750/,"
se busca inquilino con solvència econòmica. se comprobara ingresos y deudas.
",GETAFEMADRID,alquiler
1200,Piso en Calle Ciempozuelos 39,75,2,Bajo exterior con ascensor,/inmueble/109348614/,"
Piso de dos dormitorios, muy luminoso, parquet, climalit, instalación de aire acondicionado. Disponible el día 1 de octubre, Cocina amueblada, electrodomésticos.
Preferiblemente funcionari@s, se solicitan últimas nóminas. Por un año, con posibilidad de ampliaciones. Se admite mascota.
",GETAFEMADRID,alquiler
950,Piso en Calle Azucena 8,65,3,Planta 5ª exterior sin ascensor,/inmueble/109223055/,"
Alquiler de temporada. SOLO PARA ESTUDIANTES
¡Tu piso ideal junto a la Universidad Carlos III!
Piso acogedor, luminoso y totalmente amueblado en Las Margaritas (Getafe).
A 5 min de la UC3M, con Metro y Renfe cerca. Habitaciones con escritorio, cocina equipada.
",GETAFEMADRID,alquiler
1500,Ático en Avenida del Peru 3,140,3,Planta 6ª exterior con ascensor,/inmueble/98202228/,"
Precioso ático totalmente amueblado y equipado en el Bercial nuevo, frente al Hospital. Con una terraza de 40m2, consta de cocina con tendedero, salón, 3 habitaciones siendo la principal en suite con el baño propio. Plaza de garaje incluida en el precio. ABSTENERSE AGENCIAS y SEGUROS!
",GETAFEMADRID,alquiler
1800,Piso en Calle de Persiles y Segismunda 42 b,117,3,Planta 1ª exterior con ascensor,/inmueble/108430804/,"
Piso para alquiler de larga duración muy luminoso. 1 año desde su construcción, nuevo prácticamente a estrenar. Bien ubicado a 5 minutos andando de la parada de metro y cercanías El Casar. A 3 minutos andando de Mercadona. Barrio muy seguro y lleno de gente joven. Ideal para familias.
",GETAFEMADRID,alquiler
1150,Piso en aviceno 1,78,2,Planta 2ª interior con ascensor,/inmueble/108693802/,"
2 meses de fianza más el mes en curso solo gente seria. Se comprueba la Solvencia Económica y SEGURO DE IMPAGOS.
",GETAFEMADRID,alquiler
1050,Piso en Calle Cataluña 7,86,3,Planta 2ª exterior con ascensor,/inmueble/108762864/,"
Apartamento en getafe compuesto por:
- 3 habitaciones
- Salón comedor
- Baño
- Cocina.
",GETAFEMADRID,alquiler
900,Piso en Calle Recodo 1,52,1,Planta 3ª exterior con ascensor,/inmueble/109076565/,"
Piso de un dormitorio, exterior y muy luminoso. Amueblado. Paradas de autobus a 150 mts y estacion de renfe a 800 mts. Zona muy tranquila.
",GETAFEMADRID,alquiler
1500,Piso en Getafe Centro Getafe,65,3,Planta 2ª exterior sin ascensor,/inmueble/109305310/,"
Particular alquila piso totalmente amueblado. A 9 minutos de la Universidad y 1 minuto del Metro y EMT. Totalmente amueblado y adaptado para el estudio, llaves individuales en cada habitación. Aire acondicionado y calefacción eléctrica de tarifa nocturna. Toda clase de comercios y servicios en la zona. Abstenerse inmob
",GETAFEMADRID,alquiler
1350,Piso en Calle Albacete 7,75,3,Planta 3ª exterior sin ascensor,/inmueble/109338859/,"
IMPORTANTE: LEER CONDICIONES ANTES DE CONTACTAR. Disponible a partir de mediados de Octubre.
¡ABSTENERSE AGENCIAS!
SIN COMISIÓN DE AGENCIA. PARTICULAR ALQUILA PRECIOSO Y LUMINOSO PISO. LISTO PARA ENTRAR A VIVIR.
Piso en TERCERA PLANTA de un edificio SIN ascensor. EXTERIOR.
La vivienda dispone de una distribución m
",GETAFEMADRID,alquiler
1700,Piso en Andalucía 34,60,4,Planta 4ª exterior sin ascensor,/inmueble/108053696/,"
¡DISPONIBLE SOLO PARA EL MES DE AGOSTO!
ALQUILER PARA EMPRESAS o GRUPOS DE 4 TRABAJADORES CON SUMINISTROS INCLUÍDOS (AGUA, LUZ E INTERNET)
Piso de 4 habitaciones con reforma integral y totalmente pensado para una vida cómoda. Diseñado y decorado con estilo, no le falta detalle para hacer de tu estancia, una experienc
",GETAFEMADRID,alquiler
1800,Piso en Camino Viejo de Pinto 19,104,3,Planta 3ª exterior con ascensor,/inmueble/107908410/,"
Alquilo piso exterior, muy luminoso y completamente amueblado.
Consta de 3 dormitorios, 2 baños, amplio salón y cocina equipada con todos los electrodomésticos. Tiene terraza, ascensor y plaza de garaje incluida en el precio.
Tiene tanto calefacción individual como aire acondicionado.
Está muy bien comunicado: en la p
",GETAFEMADRID,alquiler
1300,Piso en Calle Escaño 35,105,3,Planta 1ª interior sin ascensor,/inmueble/107682726/,"
Piso ocupado por inquilinos-morosos. Hasta la resolución de la demanda no podremos hacer visitas. Gracias
Vivienda en Getafe centro de 84 metros cuadrados útiles más 3 preciosas terrazas tipo patio, de 14, 12 y 8 metros cuadrados, completamente amuebladas. La vivienda está formada por 3 habitaciones, la habitación pri
",GETAFEMADRID,alquiler
2350,Ático en Calle Elvira Lindo 1,260,3,Planta 6ª exterior con ascensor,/inmueble/106073284/,"
Magnífico piso busca inquilinos!
El piso se encuentra en El Bercial, barrio central y élite de Getafe. Cerca de carreteras, bien comunicado, 20 mins para llegar al centro de Madrid.
En urbanización finca cerrada con seguridad 24h piscina zona de niños etc.
Al lado de la finca tienes el Corte Ingles, estación cercan
",GETAFEMADRID,alquiler
895,Piso en Calle del Mar Cantábrico El Puerto,65,1,Bajo exterior sin ascensor,/inmueble/109421688/,"
Magnifica vivienda de 65m2, 1 dormitorio, salón con cocina americana totalmente equipada, 1 baño, exterior, se entrega amueblado. Gastos de comunidad incluidos en el precio. No se aceptan animales.
",COSLADAMADRID,alquiler
950,Piso en Calle de la Fuente Valleaguado - La Cañada,82,3,Planta 1ª exterior con ascensor,/inmueble/38427566/,"
Se alquila estupenda vivienda de 82 m2 (75m2 útiles) según catastro, exterior y muy luminoso. Consta de 3 dormitorios, cuarto de baño con plato de ducha, amplio salón comedor, cocina equipada con electrodomésticos y terraza. Puerta blindada, suelos de agradable terrazo, ventanas de aluminio, armarios y se alquila amueb
",COSLADAMADRID,alquiler
1100,Piso en Avenida de la Constitución El Barral Ferial,65,1,Planta 13ª exterior con ascensor,/inmueble/105842211/,"
INMÔÔ te ofrecemos en EXCLUSIVA "" ALEGRIA DE VIVIR "",
Estrenaras, soñaras, reirás, amaras. VIVIRAS EN TU HOGAR, DESCUBRIRAS. ""LA ALEGRIA DE VIVIR""
Disfrutaras de este PISAZO en RESIDENCIAL PRYCONSA COSLADA II, de la comodidad y el confort que te ofrece la mejor calidad de construcción y acabados en una vivienda de ef
",COSLADAMADRID,alquiler
1000,Piso en Avenida de José Hierro 3,89,2,Planta 1ª exterior con ascensor,/inmueble/109102384/,"
Se alquila estupenda vivienda exterior y muy luminosa de 89 m2 (68 m2 útiles según catastro) en una urbanización moderna y tranquila, que cuenta con piscina y zonas comunes ajardinadas. Consta de 2 dormitorios, 2 cuartos de baño completos (uno de ellos en suite), salón comedor, cocina independiente totalmente equipada
",COSLADAMADRID,alquiler
995,Piso en Calle de Cuba 6,81,3,Planta 4ª exterior con ascensor,/inmueble/94049644/,"
Se alquila vivienda exterior reformada de 81 m2 (75 m2 útiles) según catastro. Consta de 3 dormitorios, salón, cuarto de baño y cocina independiente equipada con electrodomésticos. Dispone de calefacción individual de gas ciudad, suelos de parquet y aire acondicionado en todos los dormitorios. En el precio se incluye p
",COSLADAMADRID,alquiler
1550,Piso en El Puerto Coslada,117,3,Planta 2ª exterior con ascensor,/inmueble/108766027/,"
La Inmobiliaria Internacional CPM gestiona este magnífico y luminoso piso sin amueblar, ( NO MASCOTAS, NO ESTUDIANTES) de 117 m2 y 3 habitaciones, situado en una urbanización cerrada, con estupendas zonas comunes, próximo al metro Barrio del Puerto, que consta de los siguientes elementos:
Hall de entrada. Una gran coc
",COSLADAMADRID,alquiler
950,Piso en Calle de los Teatinos 14,80,3,Planta 3ª exterior sin ascensor,/inmueble/109359670/,"
OPORTUNIDAD ÚNICA
Piso en en zona con muy poca oferta.
El barrio está muy bien comunicado: a menos de 5 minutos andando la estación de renfe de San Fernando y de paradas de autobús (como el L-2, 2 88, N-203, etc. ), además de estar junto a un nudo de autopistas con la A-2, la M-50, M-21.
La vivienda está en buen es
",COSLADAMADRID,alquiler
1275,Piso en Calle de los Conquistadores Coslada Pueblo,68,2,Planta 4ª exterior con ascensor,/inmueble/109354447/,"
Agencia inmobiliaria Tecnocasa Coslada zona Coslada Pueblo, Barrio Del Puerto Tecnocasa Estudio Nuevo Coslada Pueblo
EN ALQUILER: Descubre esta acogedora vivienda con una ubicación inmejorable a pocos minutos de la estación de Renfe de Coslada Central. La vivienda se encuentra en la calle CONQUISTADORES. Ideal para qu
",COSLADAMADRID,alquiler
890,Piso en Avenida de Roma 14,54,2,Bajo exterior sin ascensor,/inmueble/109220017/,"
Se alquila estupenda vivienda exterior y muy luminosa en planta baja y recién reformada. Consta de 54m2 distribuidos en 2 dormitorios, 1 cuarto de baño, salón y cocina americana equipada con electrodomésticos. Dispone de puerta blindada, suelos porcelánicos, ventanas climalit y termo eléctrico. Se alquila vacía de mueb
",COSLADAMADRID,alquiler
1200,Piso en Avenida de España Coslada Pueblo,68,2,Bajo exterior sin ascensor,/inmueble/109362208/,"
MADRIDEM presenta este magnífico piso reformado de 68 m2, luminoso ubicado en el Barrio de Coslada Pueblo en Coslada. Se alquila no amueblado con la cocina equipada. Con todas las comodidades y las mejores calidades es un espacio ideal para vivir.
Entre las características destacadas de este piso, se encuentran:
- Un
",COSLADAMADRID,alquiler
1000,Piso en Avenida de España Coslada Pueblo,54,1,Bajo exterior con ascensor,/inmueble/106543320/,"
MADRIDEM presenta este magnífico piso reformado de 54 m2, luminoso ubicado en el Barrio de Coslada Pueblo en Coslada. Se alquila no amueblado con la cocina equipada. Con todas las comodidades y las mejores calidades es un espacio ideal para vivir.
Entre las características destacadas de este piso, se encuentran:
- Un
",COSLADAMADRID,alquiler
1380,Piso en Calle de Perú Valleaguado - La Cañada,108,3,Planta 9ª exterior con ascensor,/inmueble/109207308/,"
Magnífica vivienda de tres dormitorios muy luminosa. Recién pintada.
Plaza de Aparcamiento cerrada a escasos metros (cochera-almacén).
Urbanización cerrada con amplios jardines.
Cocina amueblada con encimera de granito y electrodomésticos de primeras marcas:
Placa vitrocerámica, campana extractora, horno eléctrico,
",COSLADAMADRID,alquiler
1340,Piso en Calle de la Charca Valleaguado - La Cañada,74,2, exterior sin ascensor,/inmueble/109279004/,"
¿Buscas un hogar moderno, acogedor y con una terraza de ensueño donde disfrutar del buen tiempo? ¡Este ático dúplex es perfecto para ti!
¡Tu nuevo hogar te espera en Valleaguado! 
¿Por qué te encantará?
Diseño y confort: Disfruta de un hogar acogedor con acabados de calidad: suelos de tarima, cocina moderna, aire
",COSLADAMADRID,alquiler
1200,Piso en Calle Doctor Michavila Coslada Pueblo,65,2,Bajo exterior sin ascensor,/inmueble/109250763/,"
¡Gran oportunidad en Coslada! Este piso a estrenar de 65 metros cuadrados es la opción perfecta para quienes buscan comodidad y modernidad. Con dos dormitorios y un baño, ofrece un espacio luminoso y funcional, ideal para familias o parejas que desean un hogar listo para entrar a vivir. La vivienda cuenta con un magníf
",COSLADAMADRID,alquiler
1250,Piso en Calle Mar Caribe 2,114,2,Planta 4ª exterior con ascensor,/inmueble/108988423/,"
¡OPORTUNIDAD ÚNICA EN BARRIO DEL PUERTO, COSLADA!
¿Buscas un hogar que lo tenga todo? Este magnífico piso de 2 dormitorios te está esperando. Imagínate llegar a casa después del trabajo y relajarte en tu piso con aire acondicionado, sabiendo que tienes una piscina climatizada esperándote para un chapuzón relajante.
La
",COSLADAMADRID,alquiler
790,Piso en Coslada Pueblo Coslada,40,1,Bajo exterior sin ascensor,/inmueble/109330899/,"
Vivienda reformada de 40m2, distribuidos en 1 dormitorio, 1 baño con plato de ducha y salón con cocina amueblada y equipada.
Dispone de calefacción individual por aire acondicionado con bomba de frío y calor, suelos de tarima, ventanas Climalit, es exterior muy luminoso y está sin amueblar.
Gastos de comunidad inclui
",COSLADAMADRID,alquiler
1500,Piso en El Puerto Coslada,97,3,Planta 3ª exterior con ascensor,/inmueble/109337299/,"
Espectacular piso en alquiler TOTALMENTE AMUEBLADO Y EQUIPADO, en la zona de Barrio del puerto / Coslada. 3ª planta con ascensor. Distribuido en: 3 dormitorios con armario. 1 baño en suite con plato de ducha y otro con bañera. Amplio y luminoso salón. Cocina  amplia donde cuentas con una mesa para comer, totalmente equ
",COSLADAMADRID,alquiler
1230,Piso en El Puerto Coslada,110,3,Planta 6ª exterior con ascensor,/inmueble/98530470/,"
Piso en alquiler situado en una de las mejores zonas residenciales de Coslada, con excelente ubicación en el Barrio del Puerto, 3 dormitorios, garaje, trastero y piscina comunitaria.
Características Básicas:
-110m2 construidos.
-Buen estado.
-3 habitaciones.
-Salón luminoso e independiente.
-2 baños completos, uno de
",COSLADAMADRID,alquiler
895,Piso en Calle del Mar Cantábrico El Puerto,65,1,Bajo exterior sin ascensor,/inmueble/109421688/,"
Magnifica vivienda de 65m2, 1 dormitorio, salón con cocina americana totalmente equipada, 1 baño, exterior, se entrega amueblado. Gastos de comunidad incluidos en el precio. No se aceptan animales.
",COSLADAMADRID,alquiler
950,Piso en Calle de la Fuente Valleaguado - La Cañada,82,3,Planta 1ª exterior con ascensor,/inmueble/38427566/,"
Se alquila estupenda vivienda de 82 m2 (75m2 útiles) según catastro, exterior y muy luminoso. Consta de 3 dormitorios, cuarto de baño con plato de ducha, amplio salón comedor, cocina equipada con electrodomésticos y terraza. Puerta blindada, suelos de agradable terrazo, ventanas de aluminio, armarios y se alquila amueb
",COSLADAMADRID,alquiler
1100,Piso en Avenida de la Constitución El Barral Ferial,65,1,Planta 13ª exterior con ascensor,/inmueble/105842211/,"
INMÔÔ te ofrecemos en EXCLUSIVA "" ALEGRIA DE VIVIR "",
Estrenaras, soñaras, reirás, amaras. VIVIRAS EN TU HOGAR, DESCUBRIRAS. ""LA ALEGRIA DE VIVIR""
Disfrutaras de este PISAZO en RESIDENCIAL PRYCONSA COSLADA II, de la comodidad y el confort que te ofrece la mejor calidad de construcción y acabados en una vivienda de ef
",COSLADAMADRID,alquiler
995,Piso en Calle de Cuba 6,81,3,Planta 4ª exterior con ascensor,/inmueble/94049644/,"
Se alquila vivienda exterior reformada de 81 m2 (75 m2 útiles) según catastro. Consta de 3 dormitorios, salón, cuarto de baño y cocina independiente equipada con electrodomésticos. Dispone de calefacción individual de gas ciudad, suelos de parquet y aire acondicionado en todos los dormitorios. En el precio se incluye p
",COSLADAMADRID,alquiler
1000,Piso en Avenida de José Hierro 3,89,2,Planta 1ª exterior con ascensor,/inmueble/109102384/,"
Se alquila estupenda vivienda exterior y muy luminosa de 89 m2 (68 m2 útiles según catastro) en una urbanización moderna y tranquila, que cuenta con piscina y zonas comunes ajardinadas. Consta de 2 dormitorios, 2 cuartos de baño completos (uno de ellos en suite), salón comedor, cocina independiente totalmente equipada
",COSLADAMADRID,alquiler
