Descripcion,Descripcion_larga,Distrito,Habitaciones,Link,Localidad,Operacion,Precio,Tamano
Bajo exterior sin ascensor,"
oportunidad de invertir en 3 apartamentos-loft de 60 m²
aprox. Cada uno, listos para adquirir con entrega llave en mano.
Ubicados en el entorno de una de las universidades más prestigiosas de la
Comunidad de Madrid, estos apartamentos son ideales tanto para alquiler
turístico, alquiler por habitaciones, así como como p
",GETAFEMADRID,2,/inmueble/105921167/,Piso en Calle Madrid 126,venta,315000,75.0
Bajo exterior sin ascensor,"
Bajo totalmente reformado. Luminoso. Patio grande.
Imágenes por privado.
No inmobiliarias.
",GETAFEMADRID,1,/inmueble/108385123/,Piso en Calle Norte 3,venta,230000,80.0
Planta 3ª exterior sin ascensor,"
PARTICULAR vende piso en perfectas condiciones, para entrar a vivir.
El inmueble cuenta con un salon-comedor muy luminoso, una cocina muy luminosa también y totalmente equipada. 3 dormitorios, uno muy grande y dos más pequeños, pero con las dimensiones perfectas para camas de 1,05 y mobiliario adicional. Baño completo
",GETAFEMADRID,3,/inmueble/107190830/,Piso en General Pingarron 3,venta,211000,78.0
Planta 4ª exterior sin ascensor,"
¡ TU PROPIEDAD por MENOS de un ALQUILER!
¡ FINANCIACIÓN 100 %! . ¡ SIN COMISIÓN de AGENCIA y SIN Aportar AVALES!
¡ SIN entrada, SÓLO con tu nomina y APORTANDO los gastos de ESCRITURACIÓN!
Coslada. Amplio piso exterior y muy luminoso de 87 m2, ubicado junto al Ayuntamiento. Dispone de 2 dormitorios con aire acondicio
",COSLADAMADRID,2,/inmueble/108517840/,Piso en Avenida de la Constitución Coslada Pueblo,venta,189000,87.0
Planta 5ª exterior con ascensor,"
¡ TU PROPIEDAD por MENOS de un ALQUILER!
¡ FINANCIACIÓN 100 %! . ¡ SIN COMISIÓN de AGENCIA y SIN Aportar AVALES!
¡ SIN entrada, SÓLO con tu nomina y APORTANDO los gastos de ESCRITURACIÓN!
Coslada. Zona Ciudad 70. Amplio piso exterior de 94 m2. Dispone de hall de entrada, 3 dormitorios (antes 2), cocina amueblada, sa
",COSLADAMADRID,3,/inmueble/108517220/,Piso en Calle Florencia Ciudad 70,venta,227000,94.0
Planta 3ª exterior sin ascensor,"
TengoTuCasa presenta este piso en venta en la calle Luis Grasset, en Coslada, con una superficie de 82 m². La vivienda se vende con inquilinos.
La vivienda cuenta con tres dormitorios, cocina, baño, terraza y está orientada al este, lo que le proporciona una excelente entrada de luz natural durante las primeras horas d
",COSLADAMADRID,3,/inmueble/107989910/,Piso en Calle de Luis Grasset Coslada Pueblo,venta,229900,82.0
Planta 6ª exterior con ascensor,"
**VENTA DE NUDA PROPIEDAD**
Presentamos una vivienda en Coslada, una de las zonas más codiciadas del extrarradio de Madrid. Este piso, con una superficie construida de 100 m², es una oportunidad única de adquirir una **NUDA PROPIEDAD**, en la que los usufructuarios de 84 y 89 años, conservan el usufructo vitalicio de
",COSLADAMADRID,4,/inmueble/109212270/,Piso en Calle de Chile La Espinilla - Parque Blanco,venta,275000,99.0
Planta 7ª exterior con ascensor,"
Ático - dúplex con tres terrazas y vistas despejadas.
Espectacular Ático con doscientos diecinueve metros construidos. En la primera planta nos encontramos con un amplio recibidor que da paso a un espacioso salón distribuido en dos ambientes con amplios ventanales que dan salida a una bonita terraza de gran tamaño. En
",COSLADAMADRID,5,/inmueble/107967755/,Piso en Calle Alameda El Barral Ferial,venta,995000,219.0
Planta 1ª exterior con ascensor,"
OPORTUNIDAD DE INVERSIÓN - INMUEBLE ALQUILADO
Renta actual: 737 €/mes - Fecha de fin de contrato: 07/2027
Imposibilidad de visita interior.
Las fotografías pueden no corresponderse con el estado actual del inmueble.
Piso ubicado en la primera planta de un edificio con ascensor.
Vivienda de 89 m² distribuidos en el
",COSLADAMADRID,2,/inmueble/108015000/,Piso en Avenida de Roma Ciudad 70,venta,236500,89.0
Planta 5ª exterior con ascensor,"
Hminmobiliaria tiene Tú CASA, Tú PISO,.. . Coslada, calle Florentina, 5ª planta con ASCENSOR! 3 dorm.,.. .
¡TÚ PROPIEDAD por MENOS de un ALQUILER! COMPRA tú PISO y OLVÍDATE del ALQUILER!
VER VIDEO!
100% FINANCIACIÓN! SIN ENTRADA! SIN COMISIONES! SIN AVALES!
Buena opción como PRIMERA VIVIENDA o como INVERSIÓN!
Sol
",COSLADAMADRID,3,/inmueble/108517336/,Piso en Calle Florencia Ciudad 70,venta,227000,94.0
Planta 1ª exterior sin ascensor,"
La empresa DG Real Estate, VENDE EN EXCLUSIVA este MAGNIFICO PISO en la zona de COSLADA.
La vivienda dispone de 85 m2 distribuidos en:
El SALÓN muy amplio dispone de zona de COMEDOR dividido por un muro de carga separando ambas zonas. Cuenta con AIRE ACONDICIONADO y es muy luminoso gracias a la buena orientación que
",COSLADAMADRID,3,/inmueble/108520180/,Piso en Calle del Norte Coslada Pueblo,venta,249000,90.0
Planta 1ª exterior con ascensor,"
VIVIENDA EN COSLADA (MADRID) BARRIO DEL PUERTO, 3 HABITACIONES, 2 BAÑOS, CON GARAJE Y TRASTERO DE ACCESO DIRECTO Y PISCINA CLIMATIZADA.
CARASTERISTICAS: 90M2, 3 habitaciones, 2 baños completos (1 de ellos suite), cocina independiente amueblada y tendedero cerrado, salón de paso, ascensor, trastero, garaje de acceso di
",COSLADAMADRID,3,/inmueble/109195879/,Piso en Calle Mar Caribe El Puerto,venta,430000,90.0
,"
Alcalá Inmobiliaria presenta esta increíble casa adosada en Coslada, con 216 metros cuadrados según catastro y 144 metros según registro. Una vivienda con múltiples posibilidades que combina comodidad, espacio y una ubicación privilegiada.
La casa cuenta con:
- Tres dormitorios amplios.
- Un baño completo.
- Un salón
",COSLADAMADRID,3,/inmueble/106508580/,Chalet en Ciudad 70 Coslada,venta,425760,216.0
Planta 4ª exterior sin ascensor,"
Hminmobiliaria tiene Tú PISO, COSLADA, de 2 dormitorios, 4ª planta SIN ascensor! Buen estado! Muy LUMINOSO!
¡TÚ PROPIEDAD por MENOS de un ALQUILER! COMPRA tú PISO y OLVIDATE del ALQUILER!
VER VIDEO!
100% FINANCIACIÓN! SIN ENTRADA! SIN COMISIONES! SIN AVALES!
Buena opción como PRIMERA VIVIENDA o como INVERSIÓN!
Sol
",COSLADAMADRID,2,/inmueble/108518084/,Piso en Avenida de la Constitución Coslada Pueblo,venta,189000,87.0
,"
HOUX presenta este chalet pareado ubicado en Coslada en la calle Chile la cual destaca por su amplia parcela de 500 m² y 220 m² construidos distribuidos en tres plantas, con 4 dormitorios, dos baños completos y una zona abuhardillada.
Al acceder a la propiedad nos da la bienvenida un gran porche de entrada que ofrece
",COSLADAMADRID,4,/inmueble/109018444/,Chalet pareado en Calle de Chile Las Conejeras - Esparragal,venta,649000,212.0
Planta 1ª exterior con ascensor,"
Os presentamos este estupendo piso de 70 metros cuadrados útiles, en La Espinilla- Parque Blanco, Coslada. La ubicación es inmejorable, rodeada de zonas verdes y con todos los servicios a tu alcance, está en una zona muy consolidada tanto comercial como residencial, rodeado de comercios, restaurantes, entidades bancari
",COSLADAMADRID,3,/inmueble/109355359/,Piso en La Espinilla - Parque Blanco Coslada,venta,255000,81.0
Planta 5ª exterior con ascensor,"
31Real Servicios Inmobiliarios vende esta espectacular vivienda tipo ático dúplex de 260 m² construidos, ubicada en una urbanización privada con piscina y conserje físico en la zona nueva de Coslada. Una propiedad única por dimensiones, comodidades y calidad de vida.
 Planta baja (142 m²):
Tres dormitorios amplios y
",COSLADAMADRID,4,/inmueble/108488523/,Dúplex en Calle Mar del Norte El Puerto,venta,850000,260.0
Planta 1ª exterior con ascensor,"
SM HOMES Gestión Inmobiliaria, ofrece en exclusiva, estupenda vivienda en Coslada.
Descubre esta estupenda vivienda en Coslada, ideal para familias o como inversión. En una de las mejores urbanizaciones privadas, con zona ajardinada, parque y conserje físico.
La vivienda se encuentra para entrar a vivir. Cuenta con u
",COSLADAMADRID,3,/inmueble/109058975/,Piso en Calle de Venezuela Valleaguado - La Cañada,venta,359000,106.0
Planta 1ª exterior con ascensor,"
SM HOMES Gestión Inmobiliaria, ofrece estupenda vivienda en Coslada.
La vivienda cuenta con un fantástico, amplio y luminoso salón con aire acondicionado.
Dispone de 3 habitaciones, ideales como dormitorios, despacho o espacios polivalentes, y 1 baño completo reformado con práctico plato de ducha.
Se encuentra para
",COSLADAMADRID,3,/inmueble/109357484/,Piso en Avenida de Roma Ciudad 70,venta,269000,94.0
,"
Maravilloso chalet independiente de 2 plantas (posibilidad de construir buhardilla), 4 habitaciones y 2 baños, en Coslada.
212 m2 construidos. Orientación Sur.
Parcela de 503 m2.
Terraza.
Cocina amueblada.
Aerotermia y aire acondicionado.
Armarios empotrados, suelo de gres, ventanas climalit y puertas de madera.
",COSLADAMADRID,4,/inmueble/109260662/,Casa o chalet independiente en Calle de Chile Las Conejeras - Esparragal,venta,649000,212.0
Planta 6ª exterior con ascensor,"
¡Oportunidad única!
Descubre este acogedor y luminoso piso en una de las zonas más demandadas de Coslada. Una vivienda perfecta para quienes buscan comodidad, luz natural y una ubicación con todos los servicios al alcance, sin necesidad de reformas.
La vivienda se encuentra en un estado impecable, lista para entrar
",COSLADAMADRID,3,/inmueble/108698978/,Piso en Plaza de Uruguay La Espinilla - Parque Blanco,venta,277900,71.0
Planta 4ª exterior con ascensor,"
SM HOMES Gestión Inmobiliaria, ofrece estupenda vivienda en Coslada.
Se vende fantástico piso en Coslada, ideal para familias o como inversión. El piso se encuentra alquilado hasta Julio de 2026, es una oportunidad fantástica de inversión, desde el primer momento que lo compras empiezas a generar ingresos o tienes la
",COSLADAMADRID,3,/inmueble/108707417/,Piso en Plaza de Uruguay La Espinilla - Parque Blanco,venta,269000,76.0
Planta 4ª exterior con ascensor,"
Estupendo piso exterior, muy luminoso y soleado, planta cuarta con ascensor.
Consta de vestíbulo, salón-comedor, 3 dormitorios, terraza con acceso desde el salón, cocina, un cuarto de baño, aire acondicionado, calefacción eléctrica, suelos de gres. A reformar
Ubicado cerca de colegios como el Colegio Público Andrés T
",COSLADAMADRID,3,/inmueble/108071244/,Piso en Calle de Emilio Martín Encinas 12,venta,220000,65.0
Planta 8ª exterior con ascensor,"
¡Descubre tu nuevo hogar en este espectacular piso exterior! Con una superficie útil de aproximadamente 96 m², este encantador inmueble ofrece un hall de entrada acogedor que te dará la bienvenida cada día. La cocina, funcional y luminosa, un salón comedor de paso, ideal para disfrutar de momentos en familia o con amig
",COSLADAMADRID,3,/inmueble/108896373/,Piso en Valleaguado - La Cañada Coslada,venta,297260,105.0
Planta 4ª exterior con ascensor,"
Venta de piso en Coslada, Madrid
Piso en planta cuarta CON ASCENSOR.
Consta de salón-comedor, 3 habitaciones, cocina y baño. Necesita reforma.
Ubicado cerca de colegios como el Colegio Público Andrés Torrejón y parques como el Colegio Público Andrés Torrejón. Consulte sin compromiso.
Coslada es un municipio madr
",COSLADAMADRID,3,/inmueble/108090678/,Piso en Calle de Emilio Martín Encinas Coslada Pueblo,venta,220000,65.0
Bajo exterior sin ascensor,"
Piso con reforma a estrenar, 3 dormitorios 2 baños
Descubre este luminoso y soleado piso de 72 metros cuadrados, perfecto para quienes buscan comodidad y funcionalidad en una vivienda reformada íntegramente, este piso se encuentra en un estado excelente y ha sido cuidadosamente diseñado para ofrecerte un hogar acogedo
",COSLADAMADRID,3,/inmueble/109342927/,Piso en Calle de Begoña Coslada Pueblo,venta,275000,72.0
Planta 1ª interior sin ascensor,"
¡Oportunidad en Ciudad 70!
Se vende estupendo piso en primera planta, ideal tanto para vivir como para invertir. La vivienda cuenta con dos dormitorios amplios y luminosos, salón con acceso a una terraza perfecta para disfrutar del aire libre, cocina funcional con buen espacio de almacenaje y un baño completo.
Además,
",COSLADAMADRID,2,/inmueble/109091133/,Piso en Calle Florencia Ciudad 70,venta,199900,82.0
Bajo exterior sin ascensor,"
Espectacular piso para entrar a vivir!
Descubre este acogedor piso, perfecto para quienes buscan un espacio funcional y luminoso. Construido en 1981, se encuentra en un excelente estado de conservación, listo para entrar a vivir. La propiedad cuenta con un dormitorio y un baño completo, ideal para una persona o una pa
",COSLADAMADRID,1,/inmueble/109338909/,Piso en Calle del Rincón de la Huerta Coslada Pueblo,venta,165000,42.0
Bajo exterior sin ascensor,"
Descubre este luminoso y soleado piso de 56 metros cuadrados, perfecto para quienes buscan un hogar cómodo y funcional. Este inmueble se encuentra en un estado excelente y ha sido cuidadosamente reformado con materiales de primera calidad y un gusto exquisito. Cuenta con dos dormitorios, uno con armarios empotrados que
",COSLADAMADRID,2,/inmueble/109046851/,Piso en Calle de Maches Gomez Coslada Pueblo,venta,200000,56.0
Planta 7ª exterior con ascensor,"
Fabuloso piso de 3 habitaciones y 1 baño, en Coslada.
69 m2 construidos. 65 m2 útiles. Orientación Sur.
Terraza.
Cocina amueblada.
Armarios empotrados, suelo de de parquet, ventanas climalit y puertas sapely.
Amueblado negociable.
Calefacción con gas natural y aire acondicionado.
Dispone de trastero.
Ascensor y
",COSLADAMADRID,3,/inmueble/108878597/,Piso en Avenida de Lisboa Ciudad 70,venta,229900,69.0
Planta 6ª exterior con ascensor,"
  LAS FOTOGRAFIAS NO CORRESPONDEN CON LA VIVIENDA A VISITAR POR DESEO DE LA PROPIEDAD. SI QUE CORRESPONDEN CON UNA VIVIENDA IDENTICA Y CON LAS MISMAS CARACTERISTICAS. Hermoso piso  en 6ª y última planta, de  96m² construidos, los trasteros se encuentran situados en la planta 7º. Distribuidos en: 3 amplios dormitorios c
",COSLADAMADRID,3,/inmueble/109051523/,Piso en El Puerto Coslada,venta,390000,96.0
Planta 5ª interior con ascensor,"
RedPiso Barrio del Puerto presenta una vivienda de renta libre de 103 m², situada en una 5ª planta exterior, pensada para vivir con confort y estilo. Distribuida en un amplio y luminoso salón, 3 dormitorios (dos con armarios empotrados y el principal con vestidor de dos cuerpos), 2 baños -uno de ellos en suite y cocina
",COSLADAMADRID,3,/inmueble/109171594/,Piso en El Puerto Coslada,venta,464000,103.0
Planta 2ª exterior sin ascensor,"
¡EXCELENTE OPORTUNIDAD A REFORMAR en Coslada! Este amplio piso de 104 metros cuadrados construidos te ofrece un espacio ideal para crear tu hogar perfecto. Con tres dormitorios y un baño, cuenta con un diseño exterior que proporciona mucha luz natural. La propiedad está lista para reformar, permitiéndote personalizarla
",COSLADAMADRID,3,/inmueble/108917456/,Piso en Avenida de la Constitución Coslada Pueblo,venta,240000,104.0
Planta 2ª exterior con ascensor,"
REDPISO VALLEAGUADO tiene el placer de presentar en exclusiva esta magnífica propiedad.
La vivienda consta de tres espaciosos dormitorios, dos baños completos, un luminoso salón independiente que ha sido ampliado gracias a la integración de la terraza, y una cocina completamente amueblada.
Además, cuenta con un armari
",COSLADAMADRID,3,/inmueble/109290462/,Piso en Calle de Colombia Valleaguado - La Cañada,venta,339000,101.0
Planta 1ª exterior con ascensor,"
Grupo Simma Consultores Inmobiliarios pone a la venta un apartamento de dos dormitorios en Coslada, junto a la Avenida de la Cañada. Consta de salón, cocina, dos dormitorios y un baño, en una primera planta con orientación oeste. Además, a la vivienda le pertenece un amplio trastero.
",COSLADAMADRID,2,/inmueble/108304438/,Piso en Calle de San Pedro 65,venta,219000,80.0
Planta 3ª exterior con ascensor,"
HmInmobiliaria TieNe …TU* Nueva CaSa!
Piso en Coslada, IDEAL como INVERSION o como PRIMERA VIVIENDA!
Magnifica situación si trabajas en el aeropuerto de Adolfo Suarez, a solo unos 15min.
Buen comunicado con transporte PÚBLICO y por carretera.
Todos los servicios de comercios, colegios, institutos,.. . muy cerca!
",COSLADAMADRID,3,/inmueble/107573220/,Piso en Ciudad 70 Coslada,venta,211000,95.0
Planta 1ª exterior con ascensor,"
REDPISO COSLADA tiene el placer de presentar en exclusiva esta magnífica propiedad ubicada en una primera planta de 80 m².
La vivienda se compone de tres amplios dormitorios, un baño completo, un luminoso salón independiente con aire acondicionado, que se extiende hacia una acogedora terraza y una cocina completamente
",COSLADAMADRID,3,/inmueble/108709772/,Piso en Coslada Pueblo Coslada,venta,270000,102.0
Planta 3ª exterior con ascensor,"
ABSTENERSE AGENCIAS - Inversión con futuro en zona inmejorable: piso amplio y muy luminoso para reformar. Cuenta con ascensor, trastero y calefacción central. Tiene tres dormitorios, un baño, cocina independiente y salón luminoso con acceso a una terraza cerrada, ideal para aprovecharla como espacio adicional. Dispone
",COSLADAMADRID,3,/inmueble/107644162/,Piso en Plaza de Uruguay 14,venta,258000,91.0
,"
GILMAR, comercializa en la mejor zona residencial de Coslada, este lujoso chalet adosado, con unas increíbles vistas despejadas al parque y a las montañas, cuenta con garaje, un cuidado jardín privado, piscina de diseño, zona de juegos, jacuzzi y bodega.
Vivienda perfecta para que un inversor la compre y la utilice p
",COSLADAMADRID,6,/inmueble/104364388/,Chalet adosado en Calle Bucarest Las Conejeras - Esparragal,venta,920000,319.0
Planta 4ª exterior con ascensor,"
Amplia vivienda exterior con terraza y 3 dormitorios y grandes posibilidades.
En la emblemática calle Colombia de Coslada, se encuentra esta espaciosa vivienda exterior con una distribución excelente y muchísima luz natural
Con tres dormitorios, dos baños, un generoso salón-comedor de casi 22 m², una terraza de 10 m²
",COSLADAMADRID,3,/inmueble/108917436/,Piso en Calle de Colombia Valleaguado - La Cañada,venta,325000,101.0
Bajo exterior sin ascensor,"
Descubre este encantador piso en Coslada, ideal para quienes buscan comodidad y funcionalidad. Con una superficie de 65 m², este hogar ofrece dos luminosos dormitorios y un ambiente acogedor en buen estado. La vista exterior garantiza abundante luz natural, creando un espacio cálido y agradable.
Equipado con aire acon
",COSLADAMADRID,2,/inmueble/109372227/,Piso en Avenida de Lisboa Ciudad 70,venta,257500,65.0
Planta 14ª exterior con ascensor,"
En GARANTY HOME te presentamos en exclusiva una oportunidad única de vivir (o invertir) en una de las zonas más demandadas y mejor comunicadas de Coslada. Este piso de 69 m² construidos, perfectamente distribuido, está diseñado para ofrecer funcionalidad, confort y una calidad de vida que notarás desde el primer moment
",COSLADAMADRID,1,/inmueble/109395177/,Piso en El Barral Ferial Coslada,venta,270000,69.0
Planta 3ª exterior sin ascensor,"
**Piso en Venta en Coslada - ¡Tu nuevo hogar te espera! **
Descubre este encantador piso de 80 m² UTILES y parcialmente reformado, en la brillante localidad de Coslada. Con una distribución ideal de 3 habitaciones, cuenta con un amplio salón-comedor que invita a disfrutar de momentos inolvidables. La cocina, funcional
",COSLADAMADRID,3,/inmueble/109421586/,Piso en Calle de los Teatinos Barrio de la Estación,venta,190000,86.0
Planta 2ª exterior con ascensor,"
HABICASA GESTIONA EN EXCLUSIVA LA VENTA DE ESTA VIVIENDA EN LA ZONA DE COSLADA PUEBLO. Está situada en una 2ª planta CON ascensor. Piso exterior, soleado. A reformar, perfecto para hacer la vivienda a tu gusto. Con trastero incluido en el precio.
DISTRIBUCIÓN Y DETALLES:
Vivienda con una superficie de 75m² útiles distr
",COSLADAMADRID,3,/inmueble/109424734/,Piso en Coslada Pueblo Coslada,venta,237500,90.0
Bajo exterior sin ascensor,"
Agencia inmobiliaria Tecnocasa de COSLADA VALLEAGUADO-LA CAÑADA
EN VENTA:   precioso apartamento en CALLE JOSE GARATE ESQUINA CON SAN JUAN . La vivienda cuenta con 45 m2 repartidos en salón-comedor con cocina americana, un baño con ducha y una habitación. NUEVO A ESTRENAR. Se entrega equipado con electrodomésticos. Pe
",COSLADAMADRID,1,/inmueble/109421792/,Piso en Avenida de José Gárate La Espinilla - Parque Blanco,venta,177000,45.0
Planta 2ª exterior con ascensor,"
INMUEBLE OKUPADO, NO SE PUEDE VISITAR, NO DISFRUTA DE FINANCIACION. PROPIO PARA INVERSORES.
DISPONEMOS DE UNA AMPLIA CARTERA DE INMUEBLES OKUPADOS, ALQUILADOS, DEUDA, CESIONES DE REMATE, EN MÁLAGA Y EN TODA ESPAÑA.
Madrid es un municipio y una ciudad de España. La localidad, con categoría histórica de villa, es la cap
",COSLADAMADRID,2,/inmueble/106191648/,Piso en Avenida de Berlin 25,venta,180000,82.0
Bajo exterior con ascensor,"
Piso en venta en Coslada – Calle Buenos Aires – 220.000 €
Se vende bajo exterior con terraza en una de las zonas más demandadas de Coslada. La vivienda, de origen 3 dormitorios, actualmente se distribuye en 2 amplios dormitorios dobles con armarios empotrados y un gran salón independiente, con la posibilidad de integr
",COSLADAMADRID,2,/inmueble/109396481/,Piso en CL Buenos Aires La Espinilla - Parque Blanco,venta,225000,80.0
Planta 1ª exterior con ascensor,"
COSLADA - ZONA VALLEAGUADO - LOS RÍOS. VIVIENDA DE 3 HABITACIONES REFORMADA CON ASCENSOR Y ESPECTACULAR TERRAZA DE 14 METROS. ORIENTACIÓN SUROESTE TRASTERO!
CARACTERÍSTICAS: PERFECTO ESTADO
75 M², 3 AMPLIOS dormitorios, cocina amueblada y equipada (electrodomésticos incluidos), 1 baño completo reformado c/VENTANA, sal
",COSLADAMADRID,3,/inmueble/108441647/,Piso en CL Duero Valleaguado - La Cañada,venta,242500,84.0
Planta 3ª exterior con ascensor,"
Moradia Servicios Inmobiliarios VENDE ESTUPENDA vivienda, 83m2 construidos y distribuidos en:
- 1 salón comedor AMPLIO con salida a la terraza.
- 1 cocina
- 3 habitaciones
- 1 baño
- 2 terrazas
El piso esta actualmente alquilado en 850€ hasta el 28/02/2029, en caso que lo quieran para vivir se podría hablar con el in
",COSLADAMADRID,3,/inmueble/109410926/,Piso en Avenida de Madrid Ciudad 70,venta,315000,83.0
Bajo exterior sin ascensor,"
Espectacular piso 3 dormitorios reformado a nuevo!
Descubre este luminoso y soleado piso de 94 metros cuadrados, perfecto para quienes buscan comodidad y funcionalidad en una vivienda reformada íntegramente. Este hogar cuenta con tres dormitorios uno de ellos con amplio vestidor y baño en suite con bañera y un moderno
",COSLADAMADRID,3,/inmueble/109402089/,Piso en Calle Doctor Michavila Coslada Pueblo,venta,288000,94.0
Planta 6ª exterior con ascensor,"
COSLADA ""AVD- CONSTITUCION N-85 - PISO EN URBANIZACION PRIVADA CON PISCINA, GARAJE Y TRASTERO
CARASTERISTICAS: 65 M2, 1 habitación, 1 baño, cocina amueblada (incluidos electrodomésticos), salón con excelentes vistas, GARAJE, TRASTERO (ambos acceso directo) Urbanización privada dotada de PISCINA climatizada, GIMNASIO y
",COSLADAMADRID,1,/inmueble/108757036/,Piso en Av Constitucion El Barral Ferial,venta,273000,65.0
Planta 7ª exterior con ascensor,"
¡Descubre tu nuevo hogar en este magnífico piso situado en la séptima planta de un edificio emblemático en Coslada! Con unas vistas impresionantes, este inmueble listo para entrar a vivir ofrece la combinación perfecta de comodidad, luminosidad y amplitud. Con 115 m² construidos y 105 m² útiles, cuenta con 3 amplios do
",COSLADAMADRID,3,/inmueble/109270628/,Piso en Valleaguado - La Cañada Coslada,venta,320000,115.0
Planta 5ª exterior con ascensor,"
¡Descubre tu nuevo hogar en Coslada! Este luminoso piso en el quinto piso, con ascensor, ofrece unas vistas espectaculares que te enamorarán desde el primer instante. Con 80 m² construidos, cuenta con tres acogedores dormitorios, perfectos para disfrutar de la tranquilidad y el descanso. El gran salón, que se abre a un
",COSLADAMADRID,3,/inmueble/108517683/,Piso en Calle Florencia Ciudad 70,venta,227000,80.0
Planta 4ª exterior con ascensor,"
¡Piso en venta en Coslada! Totalmente reformado y a estrenar
La agencia inmobiliaria ESTUDIO PLAZA MAYOR-PINILLA S. L. - TECNOCASA COSLADA pone a la venta este magnífico piso de 72 m² construidos, ubicado en una zona consolidada de Coslada, con todos los servicios al alcance y excelentes conexiones de transporte.
 C
",COSLADAMADRID,3,/inmueble/109008107/,Piso en Pz Dr Cortezo Coslada Pueblo,venta,289000,72.0
Planta 4ª exterior con ascensor,"
¡Piso en venta en Coslada! Totalmente reformado y a estrenar
La agencia inmobiliaria ESTUDIO PLAZA MAYOR-PINILLA S. L. - TECNOCASA COSLADA pone a la venta este magnífico piso de 82 m² construidos, ubicado en una zona consolidada de Coslada, con todos los servicios al alcance y excelentes conexiones de transporte.
 C
",COSLADAMADRID,3,/inmueble/109012006/,Piso en Pz San Pedro y San Pablo Coslada Pueblo,venta,319000,82.0
Planta 1ª exterior sin ascensor,"
GLOBALPISO COSLADA VENDE!
¡Oportunidad en una de las zonas más demandadas de Coslada!
Se vende amplio piso exterior de 84 m2, ubicado en primera planta sin ascensor, en Avenida de los Príncipes de España, junto al Parque del Olivo.
La vivienda destaca por su luminosidad natural y su excelente distribución.
Cuenta co
",COSLADAMADRID,3,/inmueble/108960142/,Piso en Avenida de los Príncipes de España La Espinilla - Parque Blanco,venta,220000,84.0
Planta 7ª exterior con ascensor,"
Habicasa gestiona la venta de esta fantástica vivienda en la zona de Ciudad 70. Está situado en una 7ª planta CON ascensor. Piso exterior, con orientación sur, muy soleado. Está totalmente reformado, para entrar a vivir. Con trastero incluido en el precio.
DISTRIBUCIÓN Y DETALLES:
Vivienda con una superficie de 60m² út
",COSLADAMADRID,2,/inmueble/107512952/,Piso en Ciudad 70 Coslada,venta,220000,70.0
,"
VIVIENDAS365-VENDE- ¡Descubre el hogar de tus sueños en Coslada! Este impresionante chalet adosado, con 370 m² construidos y 340 m² útiles, ofrece un espacio inigualable para disfrutar en familia. Distribuido en tres plantas, la planta baja te recibe
con un elegante hall, un amplio salón con acceso a un acogedor porch
",COSLADAMADRID,6,/inmueble/106680634/,Chalet adosado en Calle de Rosalía de Castro Las Conejeras - Esparragal,venta,520000,370.0
Planta 5ª exterior con ascensor,"
 ¡Tu nuevo hogar en Coslada! Completamente reformado, con piscina y todas las comodidades
Te presentamos esta espectacular vivienda en Coslada, ideal para quienes buscan confort, ubicación y estilo en un entorno consolidado con todos los servicios: supermercados, colegios, centros de salud, zonas verdes, transporte pú
",COSLADAMADRID,2,/inmueble/108168636/,Piso en Avenida de Isabel Torres Ciudad 70,venta,355000,95.0
Planta 3ª exterior con ascensor,"
VENTA DIRECTA SIN COMISIONES. PISO A ESTRENAR.
Magnifico piso; Salón con salida a terraza, cuatro dormitorios, cocina independiente y baño.
La vivienda está reformada completa, bajo la supervisión de estudio de arquitectura, el futuro dueño disfrutara ESTRENANDO:
-Carpintería de madera en lacado blanco.
-Suelo lamina
",COSLADAMADRID,4,/inmueble/108758315/,Piso en Calle Uruguay 5,venta,349000,93.0
Planta 1ª exterior con ascensor,"
Piso de 89 m² construidos, que se vende alquilado y al corriente de pago. Contrato de alquiler hasta julio de 2026.
Con ascensor.
Alquilado: oportunidad de inversión
Actualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad.
Piso amplio en
",COSLADAMADRID,3,/inmueble/109287872/,Piso en Avenida de Roma Ciudad 70,venta,236500,89.0
Planta 4ª exterior con ascensor,"
¡Descubre tu nuevo hogar en este encantador piso en planta cuarta con ascensor! Con una superficie construida de 65 m² y 57 m² útiles, este inmueble ofrece un salón-comedor acogedor, ideal para disfrutar de momentos en familia o con amigos. La cocina, aunque necesita una actualización, tiene un gran potencial para conv
",COSLADAMADRID,3,/inmueble/108077054/,Piso en Calle de Emilio Martín Encinas 12,venta,220000,65.0
,"
HABICASA GESTIONA LA VENTA EN EXCLUSIVA DE ESTE FANTÁSTICO CHALET EN LA ZONA DE LA COLINA. Chalet pareado de esquina, semi reformado y en muy buen estado. Con mucha luminosidad y amplitud. Gran parcela de 468 m² en dos alturas, dejando patio jardín delantero y patio trasero con barbacoa, piscina, huerto y diferentes ár
",COSLADAMADRID,6,/inmueble/108766181/,Chalet pareado en Las Conejeras - Esparragal Coslada,venta,714000,260.0
